email_id,hour,weekday,country,purchases,paragraphs,is_personal,response
753245,10,5,US,0,2,0,received
997755,14,7,UK,6,4,1,received
150629,3,2,UK,8,2,1,received
683204,9,2,US,2,2,0,received
823834,10,5,US,1,4,0,received
811547,4,6,ES,6,2,1,received
749412,8,3,ES,4,4,0,received
587409,15,4,US,7,2,1,received
623658,13,6,US,2,4,0,opened
131239,15,3,US,2,4,0,received
726976,10,6,UK,4,4,0,opened
216264,11,3,US,2,2,0,opened
621362,3,4,ES,4,4,0,received
752024,4,2,US,10,4,1,received
733938,14,1,US,2,4,1,received
495465,9,1,US,5,2,1,received
953633,10,4,FR,1,2,1,received
336766,9,1,US,2,2,0,received
453616,11,7,US,0,2,1,received
216377,4,6,US,4,2,0,received
972830,6,5,US,3,4,0,received
785407,12,4,UK,2,2,0,received
427037,5,3,UK,0,2,1,received
863003,7,4,US,1,2,0,received
119239,14,2,US,4,2,0,received
143326,3,2,UK,0,2,0,received
177888,10,6,US,4,2,1,received
351459,9,7,US,10,4,1,received
523066,5,7,US,6,4,1,received
491490,8,4,US,2,4,1,received
579821,12,6,US,1,4,0,received
874917,12,3,FR,3,4,1,received
67360,12,3,US,5,4,1,received
18015,2,7,UK,7,2,1,received
786,7,3,ES,0,4,1,received
132516,12,1,US,3,4,0,received
906934,8,1,US,8,2,1,received
94491,14,1,US,4,4,1,received
51167,1,2,US,4,4,0,received
277212,9,1,US,2,4,0,received
721625,6,4,US,7,2,1,clicked
499011,3,7,US,0,4,1,received
11255,6,7,US,2,4,0,received
262903,16,3,UK,4,2,0,received
777186,8,5,FR,5,4,1,received
804439,6,7,UK,3,2,0,received
107761,9,7,UK,0,4,0,received
128718,11,7,UK,5,2,0,received
824998,9,4,UK,5,4,1,received
354480,17,2,FR,3,4,1,received
511154,13,3,US,6,4,1,received
256172,7,2,FR,5,2,0,received
400981,15,1,ES,1,4,0,received
771583,20,5,US,8,4,0,received
233220,13,4,ES,6,2,1,received
705101,9,1,US,2,4,0,received
872158,2,2,US,7,4,0,opened
511103,9,1,US,6,2,1,received
280898,7,4,UK,5,4,0,received
313724,8,2,ES,3,2,1,received
496310,5,1,US,3,4,1,received
510779,8,1,UK,5,4,0,received
746662,5,7,FR,9,4,1,received
344139,7,6,US,10,2,0,received
225624,6,2,US,4,2,1,received
655272,14,7,US,11,4,1,received
262154,6,1,US,2,4,1,received
271228,10,5,US,6,2,0,received
88414,4,4,UK,1,2,1,received
664728,11,6,FR,7,2,0,received
477022,7,4,UK,4,4,0,clicked
901713,12,5,US,7,4,1,received
838252,13,1,US,3,2,1,received
133487,15,1,US,0,2,1,received
62770,4,2,FR,2,2,1,received
832014,7,7,ES,3,2,0,received
123502,11,1,US,9,4,1,received
240707,9,7,US,11,4,0,received
231279,9,4,US,7,2,1,received
850323,6,7,ES,1,4,1,received
675134,2,7,ES,7,4,1,received
135729,12,1,US,1,4,1,clicked
264933,2,3,US,2,2,1,received
999304,8,2,UK,4,2,1,received
788738,13,3,ES,1,4,1,received
89171,11,2,FR,2,4,0,received
55972,12,7,FR,10,4,1,received
691917,12,6,US,3,4,0,received
228798,17,5,FR,2,4,1,received
266847,12,1,US,6,4,0,received
48948,11,4,ES,13,2,0,received
494871,6,4,US,1,4,0,received
380148,10,7,UK,5,4,1,received
37963,4,4,US,0,4,0,received
197383,14,1,US,5,2,1,received
321212,9,2,UK,1,4,1,received
686116,1,7,US,12,2,1,clicked
72477,8,7,US,3,2,0,received
445121,9,1,US,1,2,0,received
911434,8,5,US,2,2,0,opened
171098,8,4,US,0,4,0,received
559384,12,1,US,6,4,0,opened
174001,17,2,US,4,2,1,received
44738,8,4,UK,6,2,0,received
581194,3,5,UK,5,2,1,received
241192,1,5,US,7,2,0,received
393419,9,7,US,6,4,1,received
147546,9,3,US,7,2,0,received
568838,12,7,US,1,2,1,opened
291313,7,3,UK,7,4,1,received
270511,4,5,US,4,2,0,received
226909,12,1,US,3,4,1,received
579499,12,5,UK,0,2,0,received
458558,7,5,US,3,4,0,received
418203,10,6,US,2,4,0,received
378235,9,1,US,4,4,1,received
479106,6,2,US,3,2,1,received
977255,7,5,US,1,2,0,received
527516,17,3,UK,3,2,1,received
150963,4,7,US,0,4,1,received
472054,10,1,US,0,2,1,received
753874,18,3,UK,11,2,0,opened
210762,5,1,US,1,4,0,received
895926,8,2,FR,10,2,1,received
639078,4,4,US,0,4,1,received
768302,5,7,US,6,2,1,received
563755,3,4,UK,4,4,1,received
182415,8,7,US,1,2,0,received
139176,5,3,US,3,2,1,received
602580,12,4,US,2,2,0,received
924418,8,6,US,1,2,1,received
93693,6,4,FR,6,2,1,received
536532,1,5,UK,2,4,0,received
650689,7,1,US,9,4,1,received
653666,13,2,UK,0,2,0,received
617218,13,1,FR,7,2,1,received
439882,15,7,US,6,4,1,received
421853,10,1,UK,7,2,0,received
600508,8,7,US,3,2,0,received
174919,14,3,US,7,2,1,received
916591,6,3,US,5,4,0,opened
180611,6,1,US,0,4,0,received
300963,19,7,US,1,2,1,received
269474,11,3,ES,2,2,1,received
170071,5,3,US,7,4,0,received
232772,7,6,UK,1,2,0,received
916162,12,7,US,2,2,1,opened
690760,6,1,US,2,2,1,received
393559,14,1,ES,8,4,0,received
242446,3,5,US,4,2,0,received
148011,6,4,ES,8,4,1,received
548910,7,6,US,2,2,1,received
349241,15,7,US,1,2,0,received
774069,6,3,UK,1,4,1,received
552487,8,6,UK,3,4,1,received
896325,6,5,US,1,2,0,opened
265204,13,1,US,2,4,0,received
228986,14,7,UK,6,4,0,received
962794,11,4,ES,9,4,1,received
571542,5,7,US,0,4,1,received
275630,10,4,US,2,4,0,received
217427,8,5,US,13,2,1,received
824218,12,1,US,7,2,1,received
541537,7,7,US,11,2,0,opened
305212,4,4,US,3,4,1,received
63413,10,2,UK,7,2,0,received
909877,9,2,US,0,4,1,received
349669,6,2,UK,6,2,1,received
21687,12,2,FR,0,4,0,received
157978,3,4,US,8,2,0,received
353349,12,1,US,0,2,0,received
432931,2,6,UK,1,4,0,received
183355,10,5,US,5,4,0,received
388819,12,5,ES,1,4,0,received
844328,9,3,US,7,2,1,received
913111,11,2,UK,1,2,1,received
375499,4,3,FR,7,2,0,received
316326,8,3,US,1,4,0,received
195075,3,2,US,5,2,0,received
48568,3,3,UK,5,2,1,received
433256,16,5,ES,3,4,1,received
133726,3,4,US,4,4,0,received
975440,4,1,US,6,4,0,received
186485,6,1,FR,1,4,1,received
318214,15,7,UK,6,4,1,opened
769362,4,3,US,6,4,0,received
811076,15,3,ES,2,4,1,received
895611,5,4,US,2,2,1,received
754090,6,4,US,2,2,1,received
890047,16,5,ES,4,2,1,received
338886,10,5,US,1,2,0,received
906953,1,2,UK,5,4,0,received
285893,6,7,UK,9,2,0,received
738568,6,5,US,8,4,1,clicked
874875,13,4,US,0,4,0,received
409915,13,3,US,5,2,0,received
157617,8,5,ES,2,4,1,received
624051,5,6,US,3,2,1,received
138218,4,5,UK,5,2,0,received
455176,7,4,US,8,2,1,opened
867485,7,6,US,6,2,0,received
66644,9,4,US,4,4,0,received
809,13,4,US,0,2,1,received
487019,6,5,UK,8,4,1,received
532247,7,5,US,0,4,0,received
113584,4,3,ES,5,2,0,received
144934,4,2,US,0,4,1,received
298818,1,2,US,6,2,1,received
132488,17,4,US,9,4,0,received
864536,16,6,US,5,2,1,received
850783,2,3,US,2,4,1,opened
919824,3,2,US,8,2,0,received
101609,13,2,US,7,2,0,received
674608,4,7,FR,2,4,1,received
3088,13,3,US,10,2,0,received
122842,1,2,US,7,4,1,received
497991,4,4,FR,8,4,0,received
147520,15,7,US,10,4,0,received
158001,18,5,FR,0,2,0,received
21037,5,6,US,4,4,0,received
76980,12,1,UK,2,2,1,received
382985,6,1,ES,4,2,0,received
637228,9,6,US,1,2,1,received
61264,15,3,UK,5,2,0,received
93750,11,4,UK,5,2,0,received
398928,9,6,US,6,4,0,received
812215,18,6,UK,3,2,0,opened
783839,18,5,US,5,4,0,received
491891,6,3,UK,6,4,1,received
964995,17,2,US,0,4,0,received
621042,4,1,US,8,4,0,received
459733,7,1,US,7,2,0,received
245894,8,7,US,2,4,0,received
551578,12,1,US,0,4,0,received
350077,8,7,US,6,4,1,received
150465,7,6,US,1,2,0,received
859073,10,4,US,13,2,0,received
784367,6,4,US,5,2,0,received
648730,10,3,US,4,2,0,opened
604606,14,3,FR,7,4,1,received
666833,9,2,US,8,4,1,received
365681,7,3,US,5,2,0,received
944736,5,1,US,1,4,1,received
244416,1,1,US,4,4,0,received
855001,7,7,FR,3,4,0,opened
728668,7,6,UK,3,2,1,received
564299,4,7,US,18,2,1,received
53705,9,3,ES,1,4,0,opened
555978,8,3,FR,2,4,1,received
958614,11,1,US,3,4,1,received
918907,16,6,FR,2,4,1,received
504402,7,3,UK,10,2,1,received
538396,9,6,UK,1,4,1,received
498217,6,4,UK,11,4,1,received
508340,7,4,US,1,4,1,received
475149,9,5,US,8,4,1,received
328675,8,6,US,6,2,0,received
829343,7,1,UK,4,2,1,received
455630,8,7,US,1,2,0,opened
260663,17,7,ES,0,2,1,received
233042,2,3,US,7,4,1,received
848408,9,4,US,3,4,1,received
933307,13,6,UK,7,2,1,received
531458,12,7,US,0,4,0,received
279809,6,1,FR,4,2,0,received
654867,11,5,US,2,4,0,received
302310,3,1,US,2,4,1,received
744254,5,3,US,2,2,1,received
824187,14,4,US,7,2,0,opened
162445,9,3,US,1,4,1,received
535751,14,6,US,2,4,0,received
14615,3,5,US,8,4,1,received
801998,3,2,US,3,2,0,received
900493,10,5,UK,4,4,0,received
895390,11,6,FR,0,2,0,received
447436,2,3,US,7,2,1,opened
243216,3,6,US,4,4,1,received
173221,17,5,US,3,4,1,received
252267,11,5,US,1,2,1,received
932708,5,3,US,3,4,0,received
197682,4,4,FR,1,4,0,received
730845,6,4,FR,1,4,1,received
30579,22,2,US,0,2,0,received
162182,17,2,US,2,4,0,received
318831,9,6,US,4,4,1,received
688956,1,7,US,2,2,0,received
767558,10,6,UK,5,2,1,received
71258,9,3,US,0,4,0,received
787792,9,4,US,0,4,1,received
914615,2,5,UK,0,2,1,received
164955,22,3,UK,0,2,0,received
451364,9,6,UK,7,4,1,received
343175,5,6,UK,2,4,1,received
621532,6,7,US,0,2,0,opened
211056,9,2,US,4,4,0,received
815198,9,5,UK,3,2,0,received
985883,18,7,US,10,2,1,received
347192,5,1,UK,5,2,0,received
936882,4,6,FR,3,4,1,received
364525,9,5,US,9,4,0,received
468210,3,5,US,5,2,0,received
891581,20,6,UK,4,2,1,received
543404,5,3,US,0,4,0,received
593635,3,3,ES,6,2,1,received
20650,6,2,US,4,2,1,opened
325503,9,2,US,7,2,0,opened
8101,12,4,UK,3,2,1,received
304123,7,5,UK,1,2,1,received
18655,3,3,US,8,4,0,received
680160,10,1,FR,7,2,1,received
284567,12,1,UK,11,2,0,clicked
71695,7,1,ES,1,4,1,received
847620,18,3,US,9,4,1,opened
734689,1,5,US,10,2,0,received
794013,16,4,UK,0,4,0,received
452900,8,2,ES,6,2,1,received
569894,14,2,US,0,2,1,received
800338,3,7,US,2,2,0,received
199047,5,4,FR,5,2,1,received
437060,7,3,US,7,4,1,received
484318,19,4,US,10,4,0,received
208942,12,6,US,4,2,1,received
600547,1,7,UK,3,2,0,received
682820,2,5,FR,0,2,1,received
720808,5,6,US,1,4,0,received
668359,11,5,US,4,2,1,received
789779,1,2,UK,0,2,0,received
991867,2,2,US,3,2,0,received
394827,14,7,ES,0,2,1,received
197783,4,6,US,3,2,0,received
191979,7,2,US,3,4,1,received
229703,9,4,US,3,4,0,received
141458,11,2,US,5,2,1,received
458830,10,4,US,0,2,1,received
839903,7,6,US,4,2,0,received
759508,5,5,UK,10,4,0,received
965497,6,3,UK,8,4,1,received
481625,14,6,UK,4,4,0,received
572307,9,5,US,9,4,0,received
593567,8,1,FR,0,2,1,received
247208,10,3,UK,2,2,0,received
255711,12,2,ES,1,4,0,received
807304,8,6,US,6,4,1,received
720557,11,7,US,1,2,1,received
327834,11,4,UK,2,4,0,received
8706,5,7,ES,0,2,1,received
384885,2,7,ES,2,4,0,received
562233,2,2,UK,0,2,0,received
357194,4,1,ES,7,4,0,received
189967,11,5,US,0,2,1,received
351294,1,6,FR,7,2,1,received
472116,9,6,UK,4,4,1,received
553207,17,4,ES,0,2,1,received
333672,11,6,US,4,2,1,received
661354,3,2,UK,2,2,0,received
33874,4,7,US,0,4,0,received
100672,13,3,ES,1,4,1,received
405096,3,3,FR,0,4,1,received
276320,8,1,US,5,4,1,received
395606,10,4,UK,0,4,0,received
166000,16,1,FR,3,4,1,received
324482,11,7,US,4,4,0,received
597793,1,3,US,2,2,0,received
257273,4,1,US,9,4,1,received
896882,11,7,ES,0,4,1,received
125436,5,6,UK,4,2,0,received
520477,1,5,FR,6,4,0,received
117929,4,6,US,1,2,0,received
944414,15,7,US,1,4,1,received
728331,4,5,US,0,2,0,received
827276,7,3,US,2,4,1,received
605131,7,4,UK,1,2,1,received
998600,21,2,UK,4,4,1,clicked
931136,13,6,US,1,2,1,received
933492,11,7,US,1,2,0,received
894119,11,6,UK,6,4,1,received
242573,7,1,ES,2,4,1,received
74984,3,5,US,3,2,0,received
916316,11,5,UK,9,4,1,received
731939,15,6,US,2,4,0,received
148920,6,7,US,0,4,0,received
720658,7,5,US,8,4,1,received
237559,7,5,ES,0,2,0,received
313461,7,6,US,8,2,0,received
261056,9,7,US,0,2,1,received
288464,3,7,US,2,2,0,received
164516,13,6,FR,4,2,0,received
827291,12,2,UK,2,4,1,received
336996,12,2,US,2,2,0,received
122452,8,7,US,2,4,0,clicked
978880,19,3,UK,5,2,0,received
830772,3,3,UK,4,4,0,received
551560,10,6,US,11,2,1,opened
902364,13,5,US,2,4,0,received
306311,7,2,US,0,4,1,received
133781,16,1,US,1,4,1,received
700220,5,7,FR,6,2,0,opened
212410,9,5,UK,3,2,0,received
916664,2,6,ES,3,2,1,received
580762,2,5,US,0,4,1,received
361459,1,1,US,8,4,0,received
833402,4,1,US,3,4,0,received
894044,15,5,UK,0,4,0,received
608129,8,1,ES,7,2,0,received
373690,7,7,US,0,2,1,received
326737,12,3,UK,4,2,1,clicked
424434,6,5,US,0,2,0,received
149825,4,5,UK,4,4,0,received
714146,8,3,US,11,4,1,received
611551,6,7,US,5,2,1,received
685691,2,2,US,5,2,1,received
798523,7,2,US,7,4,0,received
479681,8,5,US,1,2,1,received
179718,9,6,US,1,2,0,received
395785,6,7,US,1,4,0,received
585408,9,7,FR,0,2,1,received
857416,11,1,US,2,2,1,received
582233,7,6,ES,10,2,0,received
439580,2,1,UK,7,4,0,received
242091,11,7,US,2,4,0,received
238747,12,4,ES,7,2,1,received
303394,7,3,US,4,4,0,received
130787,1,3,US,1,2,1,received
31402,12,7,FR,5,4,1,received
826155,6,1,US,6,4,1,received
216096,16,7,ES,2,4,1,received
646557,4,4,FR,1,2,0,received
346035,16,2,US,4,2,0,received
898901,3,7,US,6,2,1,received
539189,12,1,UK,2,2,0,received
168415,10,5,US,1,2,0,received
647611,7,1,US,0,2,1,received
203649,4,1,US,9,2,0,received
216467,11,1,US,2,4,1,received
983758,14,6,UK,0,2,1,received
352524,5,6,UK,13,4,0,received
177488,2,5,UK,4,2,0,received
909966,7,5,US,0,4,0,received
536169,8,5,UK,6,2,1,received
512237,7,7,US,2,4,1,received
704969,5,4,FR,3,2,0,received
510028,14,6,UK,6,2,1,received
244845,1,5,UK,2,2,0,received
160339,5,4,US,4,2,0,clicked
72598,2,3,FR,4,2,1,received
749277,6,6,US,1,4,1,received
56256,13,4,US,6,4,0,received
223019,11,4,US,0,2,1,received
548445,4,1,US,7,2,1,opened
586975,8,4,US,1,4,0,received
129777,14,2,FR,0,2,1,received
454661,9,6,US,7,2,1,opened
627691,12,3,FR,2,4,1,received
12660,11,4,UK,2,2,0,received
660545,6,5,US,9,2,1,received
555839,2,2,US,7,4,1,received
342821,3,6,UK,3,2,0,received
225728,11,3,US,5,2,0,opened
165732,16,2,US,5,4,0,received
739099,9,2,UK,2,2,1,received
401462,18,5,ES,11,2,1,received
835105,9,7,US,3,4,1,received
296400,13,7,ES,5,2,1,received
990461,1,2,US,4,4,1,opened
307827,13,3,FR,6,2,0,received
497801,7,3,US,4,2,0,received
71164,15,6,UK,6,2,1,clicked
871921,14,4,US,2,2,1,received
254624,7,2,FR,1,2,0,received
528440,12,7,US,0,2,0,received
60426,7,7,FR,6,4,0,received
845978,14,2,US,1,2,0,received
657227,13,1,US,5,4,1,opened
717998,5,3,US,3,2,1,opened
292337,7,7,ES,1,2,1,received
536478,5,2,US,1,2,1,received
901457,8,1,US,4,4,1,received
956316,8,5,ES,0,2,0,received
568313,8,1,UK,4,4,0,received
64692,6,4,US,2,4,0,received
405144,4,3,US,2,4,1,received
516996,7,5,ES,11,4,0,received
379515,5,2,US,8,2,1,received
937875,7,4,US,0,2,1,received
681652,2,5,US,4,2,0,received
962495,4,4,FR,5,2,0,received
648700,16,5,US,0,2,0,received
537024,9,4,UK,0,2,0,received
378429,7,1,ES,6,4,0,received
529304,12,4,US,9,4,0,received
973706,9,3,US,5,2,0,received
757492,7,5,US,2,2,0,received
122540,10,1,UK,4,2,0,received
436828,8,1,US,0,2,1,received
556271,12,6,US,8,4,1,clicked
847324,11,2,UK,1,2,0,received
35943,3,7,UK,14,4,1,received
166691,9,3,US,0,4,0,received
700684,12,1,UK,8,2,1,received
854685,14,6,UK,2,4,0,received
941776,6,2,ES,6,2,1,received
976248,6,3,FR,8,4,1,received
138447,12,4,UK,6,2,0,received
815591,11,2,US,4,2,1,received
266009,3,5,US,1,4,0,received
538971,9,7,US,0,4,1,received
222574,4,2,FR,4,4,1,received
212509,9,5,US,1,4,0,received
288942,6,5,ES,7,4,0,received
670824,13,6,US,4,2,0,received
316723,14,1,US,1,4,0,received
314483,13,7,UK,8,4,0,received
348423,16,1,US,0,2,0,received
625176,17,1,US,1,2,1,received
354012,15,3,UK,1,4,0,received
620772,17,5,US,10,4,1,received
954244,12,4,US,0,4,0,received
598150,12,6,UK,5,2,1,received
484333,3,2,UK,2,4,1,opened
688565,17,2,US,3,2,0,received
797404,13,6,US,7,2,1,opened
370143,15,2,ES,3,2,0,received
80993,1,2,US,1,4,0,received
997914,14,2,US,2,2,0,received
41821,3,5,US,0,4,0,received
519437,12,5,US,2,4,0,received
944401,20,3,ES,4,2,0,received
345575,5,5,US,0,2,0,received
907225,10,5,FR,3,4,1,received
933295,8,3,US,5,4,0,received
165551,9,2,US,7,4,1,received
390769,4,3,ES,1,4,0,received
849166,9,2,US,1,4,1,received
387637,1,3,ES,3,2,0,received
292068,12,5,FR,2,4,0,received
480814,6,4,US,2,4,0,clicked
166094,7,3,FR,4,4,0,received
776776,11,4,FR,2,2,1,opened
795748,6,2,US,3,2,1,opened
135289,12,6,US,8,4,0,received
935769,6,1,US,4,4,1,received
201687,9,3,US,2,2,0,received
36582,11,1,US,0,4,1,received
745309,13,2,US,3,2,0,received
111600,7,4,US,3,4,1,received
731107,19,6,US,4,2,0,received
283156,15,3,US,8,4,0,received
632866,5,6,ES,6,2,0,received
867631,18,6,US,1,4,0,received
186558,8,2,US,5,4,1,received
141466,13,7,UK,3,2,1,received
370264,7,3,US,13,2,0,received
112298,15,5,US,4,2,0,received
693346,11,5,US,1,4,1,received
859618,7,2,US,5,4,0,received
791090,3,3,UK,4,2,0,received
611642,11,3,UK,7,4,0,received
471079,11,2,US,8,2,0,received
921047,8,3,ES,4,4,0,received
428776,6,7,UK,1,2,1,received
27278,5,6,US,1,2,1,opened
573914,9,4,UK,2,2,1,received
473112,11,6,UK,0,4,1,received
504315,10,1,US,1,2,0,received
712244,7,7,US,6,4,1,opened
460475,3,2,FR,5,2,1,received
119772,1,6,US,5,4,1,received
933879,6,6,US,2,4,1,received
639415,1,2,ES,0,4,1,received
426488,10,6,ES,0,4,0,received
880682,8,4,US,0,2,1,received
576910,10,5,US,1,2,0,received
830927,8,1,US,5,2,1,received
675161,10,3,ES,2,4,0,received
137777,7,5,ES,3,4,1,received
715878,4,2,FR,6,4,1,received
26626,7,3,US,3,4,1,received
492201,21,1,UK,1,4,1,received
613120,14,6,US,8,2,1,received
409708,1,6,US,6,2,1,received
254777,6,4,US,5,4,0,received
886986,2,6,US,5,4,0,received
362286,18,2,US,5,4,1,received
855909,11,3,US,0,2,0,received
513837,11,1,US,9,4,0,received
667654,8,6,US,4,2,1,received
231314,7,3,US,9,4,1,received
39225,5,4,US,9,2,1,received
998650,12,3,UK,2,2,0,received
917003,14,3,US,3,4,1,received
884702,2,6,UK,9,2,1,received
240464,3,4,US,1,4,0,received
764643,10,2,US,4,2,1,received
484124,12,3,US,1,2,0,received
711818,14,6,US,0,4,1,received
195024,9,1,US,7,2,1,received
208569,3,3,FR,1,4,1,received
932862,3,6,US,0,4,1,received
475360,13,2,FR,7,4,1,received
729132,9,6,UK,0,4,0,received
808121,9,4,US,8,2,1,received
270971,11,5,ES,1,4,1,received
401335,12,3,ES,5,2,1,received
648653,9,4,US,2,2,0,received
902851,10,6,ES,5,4,0,received
572384,14,7,FR,0,2,1,received
682133,14,1,US,6,2,0,received
991824,14,6,US,7,4,1,received
716274,12,2,UK,7,2,0,received
757420,18,6,UK,0,4,1,received
732183,6,3,US,10,4,1,received
213953,8,6,ES,3,2,0,received
294920,10,3,FR,9,4,1,received
190869,4,4,FR,0,4,0,received
932590,17,3,US,2,2,1,received
719556,5,7,US,2,2,1,received
597777,9,1,FR,0,2,0,received
76909,13,4,US,7,2,1,received
440473,5,1,ES,4,2,0,received
307367,21,7,US,4,4,1,received
926828,8,5,US,0,4,0,received
893690,5,4,US,6,2,0,received
834397,7,4,US,3,2,0,received
32480,3,2,US,1,4,0,received
451216,11,1,UK,0,2,0,received
982419,3,4,US,4,2,1,received
574604,5,5,US,1,4,1,opened
178707,10,7,US,3,2,0,received
729712,3,7,FR,2,4,1,received
492992,4,5,US,1,4,1,received
753401,14,2,UK,1,4,1,received
927799,2,1,US,3,4,1,received
136742,13,7,US,4,4,0,received
523095,9,3,FR,0,2,0,received
909751,12,5,US,0,4,0,received
151120,18,3,US,6,4,0,received
467191,12,6,US,1,2,1,received
142134,6,1,US,1,2,1,received
27942,5,3,US,9,4,0,received
872056,10,6,FR,3,4,0,received
69197,9,5,US,4,2,1,received
930155,8,4,US,4,2,0,received
97456,15,4,US,6,4,0,clicked
275381,8,1,US,1,2,1,received
446227,3,5,US,0,2,1,received
697178,10,6,US,10,4,0,received
496012,11,4,US,4,2,1,received
472485,2,2,ES,2,2,1,received
869229,9,5,US,5,4,0,received
800501,11,3,US,5,4,0,received
757926,4,2,US,2,4,0,received
668608,3,2,US,6,4,0,received
607298,6,7,US,3,2,1,received
591094,13,6,UK,2,2,0,received
642297,15,3,US,2,4,1,received
339509,20,2,UK,10,4,1,received
73170,1,7,US,0,4,0,received
593259,12,6,US,6,4,0,received
170383,9,2,US,3,2,1,received
1712,9,6,ES,2,2,1,received
61370,8,7,ES,4,4,1,received
312528,6,3,US,4,4,1,received
55915,4,3,UK,8,2,0,received
91688,10,7,US,8,2,0,received
687467,14,7,US,6,4,1,received
427423,4,4,US,4,4,0,received
762338,5,1,US,0,2,0,received
947747,7,4,US,9,4,0,received
688574,5,1,UK,9,2,1,received
969010,5,7,US,3,2,1,received
892640,14,4,US,6,2,1,received
764812,12,2,US,0,2,1,received
391729,9,3,FR,8,2,1,opened
353033,8,4,UK,0,4,1,received
757414,7,3,ES,11,2,0,received
996267,6,5,US,0,2,1,received
72130,6,3,UK,9,4,1,received
482605,11,3,US,10,2,1,received
851197,17,6,US,3,2,1,received
792487,12,2,US,6,4,0,received
47603,12,1,US,5,2,1,received
768849,5,2,UK,2,4,1,received
422214,6,1,US,3,2,0,received
246810,6,7,ES,5,4,1,received
501950,8,6,FR,3,4,0,received
561053,5,7,FR,6,4,1,received
514084,13,3,UK,6,4,1,received
75740,6,7,US,10,4,0,received
851906,9,7,UK,8,2,1,received
837129,3,6,US,4,4,1,received
943472,14,7,UK,6,4,0,received
269001,12,6,US,5,4,0,received
343873,8,5,US,7,4,1,received
726136,5,2,US,5,4,1,received
862114,8,4,US,2,4,0,received
754059,11,4,US,3,4,1,received
189777,13,4,US,0,4,0,received
503695,7,6,US,1,2,0,received
90784,5,2,US,6,4,0,received
492740,7,3,US,11,2,0,received
201195,12,1,UK,1,2,0,received
712778,12,5,US,3,2,0,received
99077,10,4,FR,0,2,0,received
129138,7,5,ES,11,4,0,received
395842,10,5,UK,1,2,0,received
909228,1,4,US,5,2,1,received
849715,2,1,US,1,4,0,received
415258,12,2,ES,2,4,1,received
617908,5,4,US,0,4,0,received
76016,8,7,US,4,2,1,received
23531,8,5,ES,2,2,1,received
344428,7,6,US,8,2,0,received
616268,4,1,UK,3,2,0,received
363642,11,5,UK,8,4,1,received
992932,7,1,US,8,4,1,received
559618,7,6,US,2,4,1,received
748291,1,7,UK,4,4,1,received
702937,13,7,US,0,2,0,received
917166,13,2,US,2,2,0,received
231170,4,7,ES,0,2,0,received
225833,9,6,UK,2,2,0,received
392957,1,3,US,0,2,1,received
